Class,ChemicalSpecies,MolecularSpecies,LipidCategory,Mass,ChemicalFormula,AdductIon,ScanPolarity,IsobaricClass,PrecursorERRppm,Intensity:Kon A-s.mzXML,Intensity:Sample 1-s.mzXML,Intensity:Sample 2-s.mzXML,Intensity:Sample 3-s.mzXML,Intensity:Sample 4-s.mzXML,Intensity:Sample 5-s.mzXML,Intensity:Sample 6-s.mzXML,Intensity:Sample 7-s.mzXML,Intensity:Sample 8-s.mzXML,Intensity:Sample 9-s.mzXML,Intensity:Sample 10-s.mzXML,Intensity:Sample 11-s.mzXML,Intensity:Sample 12-s.mzXML,Intensity:Sample 13-s.mzXML,Intensity:Sample 14-s.mzXML,Intensity:Sample 15-s.mzXML,Intensity:Sample 16-s.mzXML,Intensity:Sample 17-s.mzXML,Intensity:Sample 18-s.mzXML,FattyAcidComposition,FattyAcidIntensity:Kon A-s.mzXML,FattyAcidIntensity:Sample 1-s.mzXML,FattyAcidIntensity:Sample 2-s.mzXML,FattyAcidIntensity:Sample 3-s.mzXML,FattyAcidIntensity:Sample 4-s.mzXML,FattyAcidIntensity:Sample 5-s.mzXML,FattyAcidIntensity:Sample 6-s.mzXML,FattyAcidIntensity:Sample 7-s.mzXML,FattyAcidIntensity:Sample 8-s.mzXML,FattyAcidIntensity:Sample 9-s.mzXML,FattyAcidIntensity:Sample 10-s.mzXML,FattyAcidIntensity:Sample 11-s.mzXML,FattyAcidIntensity:Sample 12-s.mzXML,FattyAcidIntensity:Sample 13-s.mzXML,FattyAcidIntensity:Sample 14-s.mzXML,FattyAcidIntensity:Sample 15-s.mzXML,FattyAcidIntensity:Sample 16-s.mzXML,FattyAcidIntensity:Sample 17-s.mzXML,FattyAcidIntensity:Sample 18-s.mzXML,FragmentAIdentifier,FragmentAERRppm,FragmentAIntensity:Kon A-s.mzXML,FragmentAIntensity:Sample 1-s.mzXML,FragmentAIntensity:Sample 2-s.mzXML,FragmentAIntensity:Sample 3-s.mzXML,FragmentAIntensity:Sample 4-s.mzXML,FragmentAIntensity:Sample 5-s.mzXML,FragmentAIntensity:Sample 6-s.mzXML,FragmentAIntensity:Sample 7-s.mzXML,FragmentAIntensity:Sample 8-s.mzXML,FragmentAIntensity:Sample 9-s.mzXML,FragmentAIntensity:Sample 10-s.mzXML,FragmentAIntensity:Sample 11-s.mzXML,FragmentAIntensity:Sample 12-s.mzXML,FragmentAIntensity:Sample 13-s.mzXML,FragmentAIntensity:Sample 14-s.mzXML,FragmentAIntensity:Sample 15-s.mzXML,FragmentAIntensity:Sample 16-s.mzXML,FragmentAIntensity:Sample 17-s.mzXML,FragmentAIntensity:Sample 18-s.mzXML,FragmentBIdentifier,FragmentBERRppm,FragmentBIntensity:Kon A-s.mzXML,FragmentBIntensity:Sample 1-s.mzXML,FragmentBIntensity:Sample 2-s.mzXML,FragmentBIntensity:Sample 3-s.mzXML,FragmentBIntensity:Sample 4-s.mzXML,FragmentBIntensity:Sample 5-s.mzXML,FragmentBIntensity:Sample 6-s.mzXML,FragmentBIntensity:Sample 7-s.mzXML,FragmentBIntensity:Sample 8-s.mzXML,FragmentBIntensity:Sample 9-s.mzXML,FragmentBIntensity:Sample 10-s.mzXML,FragmentBIntensity:Sample 11-s.mzXML,FragmentBIntensity:Sample 12-s.mzXML,FragmentBIntensity:Sample 13-s.mzXML,FragmentBIntensity:Sample 14-s.mzXML,FragmentBIntensity:Sample 15-s.mzXML,FragmentBIntensity:Sample 16-s.mzXML,FragmentBIntensity:Sample 17-s.mzXML,FragmentBIntensity:Sample 18-s.mzXML,FragmentCIdentifier,FragmentCERRppm,FragmentCIntensity:Kon A-s.mzXML,FragmentCIntensity:Sample 1-s.mzXML,FragmentCIntensity:Sample 2-s.mzXML,FragmentCIntensity:Sample 3-s.mzXML,FragmentCIntensity:Sample 4-s.mzXML,FragmentCIntensity:Sample 5-s.mzXML,FragmentCIntensity:Sample 6-s.mzXML,FragmentCIntensity:Sample 7-s.mzXML,FragmentCIntensity:Sample 8-s.mzXML,FragmentCIntensity:Sample 9-s.mzXML,FragmentCIntensity:Sample 10-s.mzXML,FragmentCIntensity:Sample 11-s.mzXML,FragmentCIntensity:Sample 12-s.mzXML,FragmentCIntensity:Sample 13-s.mzXML,FragmentCIntensity:Sample 14-s.mzXML,FragmentCIntensity:Sample 15-s.mzXML,FragmentCIntensity:Sample 16-s.mzXML,FragmentCIntensity:Sample 17-s.mzXML,FragmentCIntensity:Sample 18-s.mzXML
TG,TG 54:2,TG 16:0_16:1_22:1,Glycerolipid,904.8319895,H110 C57 O6 N1 ,[M+NH4]+,positive,,-0.86,40115.5,191077.9,309248.2,337309.4,241094.9,387750.6,423490.7,77629.1,161272.8,282732,561649.3,831238.4,367887.9,432450.7,495686.5,469252.8,351246.7,273921,410525.8, 16:0_16:1_22:1,0,20495.1,35758.9,48460.2,41593,72054.7,56790,14634.3,14179.6,29922.5,67561.9,112971.2,56554,38867.3,70157.1,35575.1,41925.4,27890.5,24848.8, 16:0,-0.28,0,20495.1,35758.9,42618,41593,63503.8,48670.6,14634.3,14179.6,29922.5,61263.1,94988.1,56554,38867.3,56240.1,35575.1,37040.4,27890.5,24848.8, 16:1,-1.66,0,0,0,5842.1,0,8550.9,0,0,0,0,0,8161.4,0,0,4975,0,4884.9,0,0, 22:1,-0.47,0,0,0,0,0,0,8119.3,0,0,0,6298.8,9821.7,0,0,8942,0,0,0,0
TG,TG 54:2,TG 16:1_18:0_20:1,Glycerolipid,904.8319895,H110 C57 O6 N1 ,[M+NH4]+,positive,,-0.86,40115.5,191077.9,309248.2,337309.4,241094.9,387750.6,423490.7,77629.1,161272.8,282732,561649.3,831238.4,367887.9,432450.7,495686.5,469252.8,351246.7,273921,410525.8, 16:1_18:0_20:1,54122.9,127657.5,174785.1,183856.7,159484.7,286433.3,199856.5,160566.7,126815.5,178555.2,274780.5,488245.4,271638.2,174111.7,237585.5,176873.2,207968.6,162530.4,105679.6, 16:1,-1.66,0,0,0,5842.1,0,8550.9,0,0,0,0,0,8161.4,0,0,4975,0,4884.9,0,0, 18:0,0.01,54122.9,96080.9,121662.8,117683,103470.4,188484.1,130332.8,134014.6,107111.6,138014.4,196068,328876.9,186032.5,115665.9,158864.5,122897.2,151350.7,120341.9,71230.2, 20:1,0.09,0,31576.6,53122.3,60331.5,56014.3,89398.2,69523.8,26552.1,19704,40540.8,78712.5,151207.1,85605.7,58445.8,73746,53976,51733,42188.5,34449.4
TG,TG 54:2,TG 16:1_18:1_20:0,Glycerolipid,904.8319895,H110 C57 O6 N1 ,[M+NH4]+,positive,,-0.86,40115.5,191077.9,309248.2,337309.4,241094.9,387750.6,423490.7,77629.1,161272.8,282732,561649.3,831238.4,367887.9,432450.7,495686.5,469252.8,351246.7,273921,410525.8, 16:1_18:1_20:0,16141.1,93266.6,119244,163043.1,107614.4,192695.5,128642.1,53771.6,97911.8,139577.9,191304.3,372330.5,219838.6,139157.3,170474.7,100995.3,160859.8,113171,88402.1, 16:1,-1.66,0,0,0,5842.1,0,8550.9,0,0,0,0,0,8161.4,0,0,4975,0,4884.9,0,0, 18:1,0.22,16141.1,85348.4,119244,157201,107614.4,175683.5,121104.9,53771.6,97911.8,132523.4,191304.3,352810.9,212217.6,139157.3,165499.7,100995.3,148063,113171,88402.1, 20:0,-0.68,0,7918.2,0,0,0,8461,7537.2,0,0,7054.4,0,11358.2,7621,0,0,0,7911.8,0,0
TG,TG 54:2,TG 10:0_22:1_22:1,Glycerolipid,904.8319895,H110 C57 O6 N1 ,[M+NH4]+,positive,,-0.86,40115.5,191077.9,309248.2,337309.4,241094.9,387750.6,423490.7,77629.1,161272.8,282732,561649.3,831238.4,367887.9,432450.7,495686.5,469252.8,351246.7,273921,410525.8, 10:0_22:1_22:1,305539.8,144275.7,234288.4,201916.1,123161.7,152078.7,185040.7,247587.6,369499.6,223655.6,144553.2,164543.4,152239.3,127434.7,221351.6,146775.1,238756.5,179320.3,132459, 10:0,-0.19,305539.8,144275.7,234288.4,201916.1,123161.7,152078.7,168802,247587.6,369499.6,223655.6,131955.5,144900.1,152239.3,127434.7,203467.6,146775.1,238756.5,179320.3,132459, 22:1,-0.47,0,0,0,0,0,0,8119.3,0,0,0,6298.8,9821.7,0,0,8942,0,0,0,0, 22:1,-0.47,0,0,0,0,0,0,8119.3,0,0,0,6298.8,9821.7,0,0,8942,0,0,0,0
TG,TG 54:1,TG 18:0_18:0_18:1,Glycerolipid,906.8457719,H112 C57 O6 N1 ,[M+NH4]+,positive,,-2.92,75138.3,82454,101414.7,71529.1,3808.5,28449.7,40300.3,54474.7,125809.3,101292,49986.8,37238.1,34491.2,27884.1,43543.1,26288.5,110920,98515,87596.2, 18:0_18:0_18:1,34488.4,44097,87494.5,52879.1,26516.4,46502.9,37822.4,33290.4,81472,61144.8,46991.4,63626.7,42241.2,67732.8,67950.5,46794.9,73917,55342.7,35731.3, 18:0,0.5,27476.6,37069.8,75651.3,52879.1,26516.4,46502.9,36609.4,29300.6,73472.2,61144.8,46991.4,63626.7,42241.2,64655,63168.5,39565.5,67008.3,49379.4,35731.3, 18:0,0.5,27476.6,37069.8,75651.3,52879.1,26516.4,46502.9,36609.4,29300.6,73472.2,61144.8,46991.4,63626.7,42241.2,64655,63168.5,39565.5,67008.3,49379.4,35731.3, 18:1,-3.46,7011.8,7027.2,11843.2,-2,-2,-2,1213,3989.8,7999.8,-2,-2,-2,-2,3077.8,4782,7229.3,6908.8,5963.3,-2
TG,TG 54:1,TG 16:0_18:0_20:1,Glycerolipid,906.8457719,H112 C57 O6 N1 ,[M+NH4]+,positive,,-2.92,75138.3,82454,101414.7,71529.1,3808.5,28449.7,40300.3,54474.7,125809.3,101292,49986.8,37238.1,34491.2,27884.1,43543.1,26288.5,110920,98515,87596.2, 16:0_18:0_20:1,27476.6,41920.9,88494.3,65170.2,28506,53918.7,41116.6,36646,81719.9,69205.6,50494.6,68292.5,44263.1,75597.2,70514.6,46645.7,73906.5,57890.5,41026.4, 16:0,-2.22,0,4851.2,12791.6,11026.4,1989.6,7415.8,4507.2,4410.6,5211.3,8060.8,3503.2,4665.9,2021.9,10942.2,7346.1,7080.1,6898.2,7963.7,5295, 18:0,0.5,27476.6,37069.8,75651.3,52879.1,26516.4,46502.9,36609.4,29300.6,73472.2,61144.8,46991.4,63626.7,42241.2,64655,63168.5,39565.5,67008.3,49379.4,35731.3, 20:1,-3.61,0,0,51.4,1264.6,0,-2,-2,2934.8,3036.5,-2,-2,-2,-2,-2,0,-2,-2,547.3,0
TG,TG 54:1,TG 16:0_18:1_20:0,Glycerolipid,906.8457719,H112 C57 O6 N1 ,[M+NH4]+,positive,,-2.92,75138.3,82454,101414.7,71529.1,3808.5,28449.7,40300.3,54474.7,125809.3,101292,49986.8,37238.1,34491.2,27884.1,43543.1,26288.5,110920,98515,87596.2, 16:0_18:1_20:0,7011.8,17335.1,38550.4,22346.3,11277.1,22118.1,16887.2,17127.9,21472.6,19520.9,15837.5,22487.4,12405.3,30546.3,29496.1,22013.7,23653.5,22854.3,5295, 16:0,-2.22,0,4851.2,12791.6,11026.4,1989.6,7415.8,4507.2,4410.6,5211.3,8060.8,3503.2,4665.9,2021.9,10942.2,7346.1,7080.1,6898.2,7963.7,5295, 18:1,-3.46,7011.8,7027.2,11843.2,-2,-2,-2,1213,3989.8,7999.8,-2,-2,-2,-2,3077.8,4782,7229.3,6908.8,5963.3,-2, 20:0,-0.93,0,5456.7,13915.5,11319.8,9287.5,14702.3,11167,8727.5,8261.5,11460.1,12334.3,17821.5,10383.4,16526.3,17368,7704.2,9846.5,8927.3,0
TG,TG 54:1,TG 16:0_16:0_22:1,Glycerolipid,906.8457719,H112 C57 O6 N1 ,[M+NH4]+,positive,,-2.92,75138.3,82454,101414.7,71529.1,3808.5,28449.7,40300.3,54474.7,125809.3,101292,49986.8,37238.1,34491.2,27884.1,43543.1,26288.5,110920,98515,87596.2, 16:0_16:0_22:1,0,11991.3,12791.6,11026.4,9380.9,15947.8,13299.3,4410.6,5211.3,8060.8,3503.2,16746.2,2021.9,10942.2,7346.1,12626.7,12563.6,17219.1,5295, 16:0,-2.22,0,4851.2,12791.6,11026.4,1989.6,7415.8,4507.2,4410.6,5211.3,8060.8,3503.2,4665.9,2021.9,10942.2,7346.1,7080.1,6898.2,7963.7,5295, 16:0,-2.22,0,4851.2,12791.6,11026.4,1989.6,7415.8,4507.2,4410.6,5211.3,8060.8,3503.2,4665.9,2021.9,10942.2,7346.1,7080.1,6898.2,7963.7,5295, 22:1,-0.55,0,7140.1,0,0,7391.3,8532.1,8792.1,0,0,0,0,12080.3,0,0,0,5546.6,5665.3,9255.4,0
TG,TG 54:1,TG 16:1_18:0_20:0,Glycerolipid,906.8457719,H112 C57 O6 N1 ,[M+NH4]+,positive,,-2.92,75138.3,82454,101414.7,71529.1,3808.5,28449.7,40300.3,54474.7,125809.3,101292,49986.8,37238.1,34491.2,27884.1,43543.1,26288.5,110920,98515,87596.2, 16:1_18:0_20:0,27476.6,42526.5,89566.8,64198.9,35803.9,66845,47776.4,38028,88107,72604.9,59325.8,86396.9,52624.7,81181.3,80536.5,47269.8,76854.7,58306.7,35731.3, 16:1,-1.54,0,0,0,0,0,5639.8,0,0,6373.3,0,0,4948.7,0,0,0,0,0,0,0, 18:0,0.5,27476.6,37069.8,75651.3,52879.1,26516.4,46502.9,36609.4,29300.6,73472.2,61144.8,46991.4,63626.7,42241.2,64655,63168.5,39565.5,67008.3,49379.4,35731.3, 20:0,-0.93,0,5456.7,13915.5,11319.8,9287.5,14702.3,11167,8727.5,8261.5,11460.1,12334.3,17821.5,10383.4,16526.3,17368,7704.2,9846.5,8927.3,0
TG,TG 54:0,TG 18:0_18:0_18:0,Glycerolipid,908.862728,H114 C57 O6 N1 ,[M+NH4]+,positive,,-1.47,75463.7,172633.1,135394.7,82846,38511.6,118894.8,113884.7,96974.3,208081.5,199627.6,88858.7,149832.4,99220.8,64498.3,60902.6,46038.7,132933.5,105325.4,81094, 18:0_18:0_18:0,39393.3,56776.6,102468.2,46371.1,39370.8,70611.9,65494,44713.6,112784.4,84906,56345.4,119047.1,64743.9,38294.6,39097,32637.4,70600.1,48571.6,21092.7, 18:0,0.32,39393.3,56776.6,102468.2,46371.1,39370.8,70611.9,65494,44713.6,112784.4,84906,56345.4,119047.1,64743.9,38294.6,39097,32637.4,70600.1,48571.6,21092.7, 18:0,0.32,39393.3,56776.6,102468.2,46371.1,39370.8,70611.9,65494,44713.6,112784.4,84906,56345.4,119047.1,64743.9,38294.6,39097,32637.4,70600.1,48571.6,21092.7, 18:0,0.32,39393.3,56776.6,102468.2,46371.1,39370.8,70611.9,65494,44713.6,112784.4,84906,56345.4,119047.1,64743.9,38294.6,39097,32637.4,70600.1,48571.6,21092.7
TG,TG 54:0,TG 16:0_18:0_20:0,Glycerolipid,908.862728,H114 C57 O6 N1 ,[M+NH4]+,positive,,-1.47,75463.7,172633.1,135394.7,82846,38511.6,118894.8,113884.7,96974.3,208081.5,199627.6,88858.7,149832.4,99220.8,64498.3,60902.6,46038.7,132933.5,105325.4,81094, 16:0_18:0_20:0,39393.3,66401.5,110873.6,53810.4,39370.8,86312.2,77798.2,50876.7,133088.8,95245.2,61191.3,130604.1,71254.5,43722.2,47066.8,32637.4,91412.6,55417.2,21092.7, 16:0,-1.71,0,9624.9,8405.4,7439.3,0,12092.9,7817.3,6163.1,12468.7,10339.2,4845.9,6279.4,6510.6,5427.6,7969.8,0,11903.3,6845.6,0, 18:0,0.32,39393.3,56776.6,102468.2,46371.1,39370.8,70611.9,65494,44713.6,112784.4,84906,56345.4,119047.1,64743.9,38294.6,39097,32637.4,70600.1,48571.6,21092.7, 20:0,-1.25,0,0,0,0,0,3607.4,4486.9,0,7835.8,0,0,5277.6,0,0,0,0,8909.2,0,0
TG,TG 54:0,TG 14:0_20:0_20:0,Glycerolipid,908.862728,H114 C57 O6 N1 ,[M+NH4]+,positive,,-1.47,75463.7,172633.1,135394.7,82846,38511.6,118894.8,113884.7,96974.3,208081.5,199627.6,88858.7,149832.4,99220.8,64498.3,60902.6,46038.7,132933.5,105325.4,81094, 14:0_20:0_20:0,0,0,0,6096.3,0,16842.4,8973.7,0,25349.6,9070.5,0,10555.2,0,0,0,0,17818.4,6470.3,0, 14:0,-1.28,0,0,0,6096.3,0,9627.7,0,0,9678,9070.5,0,0,0,0,0,0,0,6470.3,0, 20:0,-1.25,0,0,0,0,0,3607.4,4486.9,0,7835.8,0,0,5277.6,0,0,0,0,8909.2,0,0, 20:0,-1.25,0,0,0,0,0,3607.4,4486.9,0,7835.8,0,0,5277.6,0,0,0,0,8909.2,0,0
TG,TG 55:4,TG 18:1_18:1_19:2,Glycerolipid,914.8182372,H108 C58 O6 N1 ,[M+NH4]+,positive,,1.23,5672.2,16705.6,15454.4,15414.5,5235.7,14312.5,13171.5,13349.8,14871.9,20838.1,42905,72152.4,35172.3,11153.5,9620.8,9377.4,18840.8,20549.1,26920.9, 18:1_18:1_19:2,0,0,0,0,0,0,0,0,0,0,8172,25163.7,0,0,0,0,0,0,0, 18:1,-0.93,0,0,0,0,0,0,0,0,0,0,8172,15801.6,0,0,0,0,0,0,0, 18:1,-0.93,0,0,0,0,0,0,0,0,0,0,8172,15801.6,0,0,0,0,0,0,0, 19:2,-0.82,0,0,0,0,0,0,0,0,0,0,0,9362,0,0,0,0,0,0,0
TG,TG 55:3,TG 18:1_18:1_19:1,Glycerolipid,916.8339181,H110 C58 O6 N1 ,[M+NH4]+,positive,,1.26,5217.6,12928.8,26583.6,29869.5,14160.2,30266.6,29430,19574.6,14297.3,27851.6,56600.9,92244.2,50282.4,31037,31940.9,27247.1,31576,23237.1,39552.2, 18:1_18:1_19:1,0,13655.1,36826.6,31045.1,20044.3,40819.5,34146.9,11140.1,10544.1,23585.4,45667.1,67158.7,51497.9,32114.4,33346.3,14789.1,23110.4,21387.5,17420.2, 18:1,-0.75,0,0,14125.1,11057.7,9040.1,13842.1,16195.5,0,0,11084,15532.9,25662.1,24562.8,12930.1,11240.3,0,9807,10774.8,7183.6, 18:1,-0.75,0,0,14125.1,11057.7,9040.1,13842.1,16195.5,0,0,11084,15532.9,25662.1,24562.8,12930.1,11240.3,0,9807,10774.8,7183.6, 19:1,-0.63,0,13655.1,22701.5,19987.4,11004.3,26977.4,17951.4,11140.1,10544.1,12501.4,30134.2,41496.6,26935.1,19184.3,22106,14789.1,13303.4,10612.7,10236.6
TG,TG 55:2,TG 18:1_18:1_19:0,Glycerolipid,918.8489661,H112 C58 O6 N1 ,[M+NH4]+,positive,,0.6,10100.7,23230.5,33286.7,30524.3,21266,34285.5,28298.6,20805.6,21834.4,27909.4,36176.4,58759.5,31843.8,34857.3,35714.7,36879.7,36450.9,30595.9,36137.2, 18:1_18:1_19:0,0,0,3448.9,2611.8,4601.8,5069.3,3248.5,0,0,0,10304.5,14054.1,6008.1,15902.2,0,0,5258.7,0,0, 18:1,-1.72,0,0,3448.9,2611.8,4601.8,5069.3,3248.5,0,0,0,3049.4,5726.6,0,8062.6,0,0,5258.7,0,0, 18:1,-1.72,0,0,3448.9,2611.8,4601.8,5069.3,3248.5,0,0,0,3049.4,5726.6,0,8062.6,0,0,5258.7,0,0, 19:0,-1.37,0,0,0,0,0,0,0,0,0,0,7255.1,8327.5,6008.1,7839.6,0,0,0,0,0
TG,TG 55:2,TG 16:0_19:1_20:1,Glycerolipid,918.8489661,H112 C58 O6 N1 ,[M+NH4]+,positive,,0.6,10100.7,23230.5,33286.7,30524.3,21266,34285.5,28298.6,20805.6,21834.4,27909.4,36176.4,58759.5,31843.8,34857.3,35714.7,36879.7,36450.9,30595.9,36137.2, 16:0_19:1_20:1,0,0,5025.8,3234,0,4988.2,0,0,0,0,87.6,9282.9,0,0,3578.7,0,3600,0,0, 16:0,-1.12,0,0,0,0,0,0,0,0,0,0,0,6737.8,0,0,0,0,0,0,0, 19:1,-2.79,0,0,5025.8,3234,0,-2,0,0,0,0,87.6,2545.1,-2,0,3578.7,0,3600,0,0, 20:1,1.52,0,0,0,0,0,4988.2,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,TG 56:6,TG 18:1_18:1_20:4,Glycerolipid,924.802579,H106 C59 O6 N1 ,[M+NH4]+,positive,,1.2,0,0,17141.8,19699.2,15931.1,21283.5,23900.7,17039.3,13281.2,48875.5,81506.9,139589.3,76828.2,37140.9,40925.1,37921.2,35102,28159.7,55801.2, 18:1_18:1_20:4,0,0,6902,0,0,8699.3,13573.2,0,0,19448.6,28157.2,38995.2,26585.7,10655.1,15826.6,15721.4,0,6380.1,6658.3, 18:1,-0.71,0,0,0,0,0,0,6577.1,0,0,9086.2,13827.9,18622.9,11570.8,0,6733.8,6976.2,0,6380.1,6658.3, 18:1,-0.71,0,0,0,0,0,0,6577.1,0,0,9086.2,13827.9,18622.9,11570.8,0,6733.8,6976.2,0,6380.1,6658.3, 20:4,-1.01,0,0,6902,0,0,8699.3,6996.1,0,0,10362.4,14329.3,20372.3,15014.9,10655.1,9092.8,8745.2,0,0,0
TG,TG 56:6,TG 18:1_18:2_20:3,Glycerolipid,924.802579,H106 C59 O6 N1 ,[M+NH4]+,positive,,1.2,0,0,17141.8,19699.2,15931.1,21283.5,23900.7,17039.3,13281.2,48875.5,81506.9,139589.3,76828.2,37140.9,40925.1,37921.2,35102,28159.7,55801.2, 18:1_18:2_20:3,0,0,0,0,0,0,6577.1,0,0,9086.2,19388.4,24529.8,17965,0,6733.8,6976.2,0,6380.1,6658.3, 18:1,-0.71,0,0,0,0,0,0,6577.1,0,0,9086.2,13827.9,18622.9,11570.8,0,6733.8,6976.2,0,6380.1,6658.3, 18:2,-2.68,0,0,0,0,0,0,0,0,0,0,5560.5,5906.9,0,0,0,0,0,0,0, 20:3,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,6394.2,0,0,0,0,0,0
TG,TG 56:6,TG 16:0_20:3_20:3,Glycerolipid,924.802579,H106 C59 O6 N1 ,[M+NH4]+,positive,,1.2,0,0,17141.8,19699.2,15931.1,21283.5,23900.7,17039.3,13281.2,48875.5,81506.9,139589.3,76828.2,37140.9,40925.1,37921.2,35102,28159.7,55801.2, 16:0_20:3_20:3,0,0,0,0,0,0,0,0,0,3216.4,0,9038.9,12788.5,0,0,0,0,0,0, 16:0,-1.97,0,0,0,0,0,0,0,0,0,3216.4,0,9038.9,0,0,0,0,0,0,0, 20:3,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,6394.2,0,0,0,0,0,0, 20:3,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,6394.2,0,0,0,0,0,0
TG,TG 56:6,TG 16:0_18:1_22:5,Glycerolipid,924.802579,H106 C59 O6 N1 ,[M+NH4]+,positive,,1.2,0,0,17141.8,19699.2,15931.1,21283.5,23900.7,17039.3,13281.2,48875.5,81506.9,139589.3,76828.2,37140.9,40925.1,37921.2,35102,28159.7,55801.2, 16:0_18:1_22:5,0,0,9366.5,0,6420.6,9040.5,14799.2,11410.9,7722,31681.3,28225.9,49387.3,26177.6,5554.1,6733.8,15040,7943.5,15389.9,6658.3, 16:0,-1.97,0,0,0,0,0,0,0,0,0,3216.4,0,9038.9,0,0,0,0,0,0,0, 18:1,-0.71,0,0,0,0,0,0,6577.1,0,0,9086.2,13827.9,18622.9,11570.8,0,6733.8,6976.2,0,6380.1,6658.3, 22:5,-0.8,0,0,9366.5,0,6420.6,9040.5,8222.1,11410.9,7722,19378.7,14398,21725.5,14606.8,5554.1,0,8063.8,7943.5,9009.8,0
TG,TG 56:6,TG 16:0_18:2_22:4,Glycerolipid,924.802579,H106 C59 O6 N1 ,[M+NH4]+,positive,,1.2,0,0,17141.8,19699.2,15931.1,21283.5,23900.7,17039.3,13281.2,48875.5,81506.9,139589.3,76828.2,37140.9,40925.1,37921.2,35102,28159.7,55801.2, 16:0_18:2_22:4,0,0,0,0,0,0,0,0,0,3216.4,5560.5,22985.8,0,0,0,0,0,0,0, 16:0,-1.97,0,0,0,0,0,0,0,0,0,3216.4,0,9038.9,0,0,0,0,0,0,0, 18:2,-2.68,0,0,0,0,0,0,0,0,0,0,5560.5,5906.9,0,0,0,0,0,0,0, 22:4,0.42,0,0,0,0,0,0,0,0,0,0,0,8040,0,0,0,0,0,0,0
TG,TG 56:5,TG 18:0_18:0_20:5,Glycerolipid,926.817289,H108 C59 O6 N1 ,[M+NH4]+,positive,,0.19,0,0,17553.8,18186.2,17190.2,0,8011.2,47244.4,0,0,163489.8,308677.8,147186.4,16204.3,24645.3,34336.4,45474,44984.3,91494.4, 18:0_18:0_20:5,0,6345.7,0,0,0,0,0,0,0,0,0,10155.1,6905.4,0,0,0,0,0,0, 18:0,-2.14,0,0,0,0,0,0,0,0,0,0,0,10155.1,6905.4,0,0,0,0,0,0, 18:0,-2.14,0,0,0,0,0,0,0,0,0,0,0,10155.1,6905.4,0,0,0,0,0,0, 20:5,-1.62,0,6345.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,TG 56:5,TG 18:0_18:1_20:4,Glycerolipid,926.817289,H108 C59 O6 N1 ,[M+NH4]+,positive,,0.19,0,0,17553.8,18186.2,17190.2,0,8011.2,47244.4,0,0,163489.8,308677.8,147186.4,16204.3,24645.3,34336.4,45474,44984.3,91494.4, 18:0_18:1_20:4,0,0,9574.4,0,0,9162.4,6106.6,9787.1,0,15143.2,31915.2,72153.6,44775,5829.9,0,5211.1,3081.6,8848.7,7370.6, 18:0,-2.14,0,0,0,0,0,0,0,0,0,0,0,10155.1,6905.4,0,0,0,0,0,0, 18:1,-1.16,0,0,9574.4,0,0,9162.4,6106.6,9787.1,0,14843.7,26169.7,48406.5,33569.1,5829.9,0,5211.1,3081.6,8848.7,7370.6, 20:4,-0.93,0,0,0,0,0,0,0,0,0,299.4,5745.5,13592,4300.5,0,0,0,-2,0,0
TG,TG 56:5,TG 18:0_18:2_20:3,Glycerolipid,926.817289,H108 C59 O6 N1 ,[M+NH4]+,positive,,0.19,0,0,17553.8,18186.2,17190.2,0,8011.2,47244.4,0,0,163489.8,308677.8,147186.4,16204.3,24645.3,34336.4,45474,44984.3,91494.4, 18:0_18:2_20:3,0,0,8418,6203,0,0,0,6731.7,0,7518.3,23217.9,61101.3,49236.4,0,0,0,7985.8,7275.9,7037.2, 18:0,-2.14,0,0,0,0,0,0,0,0,0,0,0,10155.1,6905.4,0,0,0,0,0,0, 18:2,-1.62,0,0,0,0,0,0,0,0,0,0,0,14434.1,10389.5,0,0,0,0,0,0, 20:3,-0.36,0,0,8418,6203,0,0,0,6731.7,0,7518.3,23217.9,36512.1,31941.5,0,0,0,7985.8,7275.9,7037.2
TG,TG 56:5,TG 18:1_18:1_20:3,Glycerolipid,926.817289,H108 C59 O6 N1 ,[M+NH4]+,positive,,0.19,0,0,17553.8,18186.2,17190.2,0,8011.2,47244.4,0,0,163489.8,308677.8,147186.4,16204.3,24645.3,34336.4,45474,44984.3,91494.4, 18:1_18:1_20:3,0,0,17992.4,6203,0,9162.4,6106.6,16518.7,0,22362,49387.6,84918.6,65510.7,5829.9,0,5211.1,11067.5,16124.6,14407.7, 18:1,-1.16,0,0,9574.4,0,0,9162.4,6106.6,9787.1,0,14843.7,26169.7,48406.5,33569.1,5829.9,0,5211.1,3081.6,8848.7,7370.6, 18:1,-1.16,0,0,9574.4,0,0,9162.4,6106.6,9787.1,0,14843.7,26169.7,48406.5,33569.1,5829.9,0,5211.1,3081.6,8848.7,7370.6, 20:3,-0.36,0,0,8418,6203,0,0,0,6731.7,0,7518.3,23217.9,36512.1,31941.5,0,0,0,7985.8,7275.9,7037.2
