Class,ChemicalSpecies,MolecularSpecies,LipidCategory,Mass,ChemicalFormula,AdductIon,ScanPolarity,IsobaricClass,PrecursorERRppm,Intensity:Kon A-s.mzXML,Intensity:Sample 1-s.mzXML,Intensity:Sample 2-s.mzXML,Intensity:Sample 3-s.mzXML,Intensity:Sample 4-s.mzXML,Intensity:Sample 5-s.mzXML,Intensity:Sample 6-s.mzXML,Intensity:Sample 7-s.mzXML,Intensity:Sample 8-s.mzXML,Intensity:Sample 9-s.mzXML,Intensity:Sample 10-s.mzXML,Intensity:Sample 11-s.mzXML,Intensity:Sample 12-s.mzXML,Intensity:Sample 13-s.mzXML,Intensity:Sample 14-s.mzXML,Intensity:Sample 15-s.mzXML,Intensity:Sample 16-s.mzXML,Intensity:Sample 17-s.mzXML,Intensity:Sample 18-s.mzXML,FattyAcidComposition,FattyAcidIntensity:Kon A-s.mzXML,FattyAcidIntensity:Sample 1-s.mzXML,FattyAcidIntensity:Sample 2-s.mzXML,FattyAcidIntensity:Sample 3-s.mzXML,FattyAcidIntensity:Sample 4-s.mzXML,FattyAcidIntensity:Sample 5-s.mzXML,FattyAcidIntensity:Sample 6-s.mzXML,FattyAcidIntensity:Sample 7-s.mzXML,FattyAcidIntensity:Sample 8-s.mzXML,FattyAcidIntensity:Sample 9-s.mzXML,FattyAcidIntensity:Sample 10-s.mzXML,FattyAcidIntensity:Sample 11-s.mzXML,FattyAcidIntensity:Sample 12-s.mzXML,FattyAcidIntensity:Sample 13-s.mzXML,FattyAcidIntensity:Sample 14-s.mzXML,FattyAcidIntensity:Sample 15-s.mzXML,FattyAcidIntensity:Sample 16-s.mzXML,FattyAcidIntensity:Sample 17-s.mzXML,FattyAcidIntensity:Sample 18-s.mzXML,FragmentAIdentifier,FragmentAERRppm,FragmentAIntensity:Kon A-s.mzXML,FragmentAIntensity:Sample 1-s.mzXML,FragmentAIntensity:Sample 2-s.mzXML,FragmentAIntensity:Sample 3-s.mzXML,FragmentAIntensity:Sample 4-s.mzXML,FragmentAIntensity:Sample 5-s.mzXML,FragmentAIntensity:Sample 6-s.mzXML,FragmentAIntensity:Sample 7-s.mzXML,FragmentAIntensity:Sample 8-s.mzXML,FragmentAIntensity:Sample 9-s.mzXML,FragmentAIntensity:Sample 10-s.mzXML,FragmentAIntensity:Sample 11-s.mzXML,FragmentAIntensity:Sample 12-s.mzXML,FragmentAIntensity:Sample 13-s.mzXML,FragmentAIntensity:Sample 14-s.mzXML,FragmentAIntensity:Sample 15-s.mzXML,FragmentAIntensity:Sample 16-s.mzXML,FragmentAIntensity:Sample 17-s.mzXML,FragmentAIntensity:Sample 18-s.mzXML,FragmentBIdentifier,FragmentBERRppm,FragmentBIntensity:Kon A-s.mzXML,FragmentBIntensity:Sample 1-s.mzXML,FragmentBIntensity:Sample 2-s.mzXML,FragmentBIntensity:Sample 3-s.mzXML,FragmentBIntensity:Sample 4-s.mzXML,FragmentBIntensity:Sample 5-s.mzXML,FragmentBIntensity:Sample 6-s.mzXML,FragmentBIntensity:Sample 7-s.mzXML,FragmentBIntensity:Sample 8-s.mzXML,FragmentBIntensity:Sample 9-s.mzXML,FragmentBIntensity:Sample 10-s.mzXML,FragmentBIntensity:Sample 11-s.mzXML,FragmentBIntensity:Sample 12-s.mzXML,FragmentBIntensity:Sample 13-s.mzXML,FragmentBIntensity:Sample 14-s.mzXML,FragmentBIntensity:Sample 15-s.mzXML,FragmentBIntensity:Sample 16-s.mzXML,FragmentBIntensity:Sample 17-s.mzXML,FragmentBIntensity:Sample 18-s.mzXML,FragmentCIdentifier,FragmentCERRppm,FragmentCIntensity:Kon A-s.mzXML,FragmentCIntensity:Sample 1-s.mzXML,FragmentCIntensity:Sample 2-s.mzXML,FragmentCIntensity:Sample 3-s.mzXML,FragmentCIntensity:Sample 4-s.mzXML,FragmentCIntensity:Sample 5-s.mzXML,FragmentCIntensity:Sample 6-s.mzXML,FragmentCIntensity:Sample 7-s.mzXML,FragmentCIntensity:Sample 8-s.mzXML,FragmentCIntensity:Sample 9-s.mzXML,FragmentCIntensity:Sample 10-s.mzXML,FragmentCIntensity:Sample 11-s.mzXML,FragmentCIntensity:Sample 12-s.mzXML,FragmentCIntensity:Sample 13-s.mzXML,FragmentCIntensity:Sample 14-s.mzXML,FragmentCIntensity:Sample 15-s.mzXML,FragmentCIntensity:Sample 16-s.mzXML,FragmentCIntensity:Sample 17-s.mzXML,FragmentCIntensity:Sample 18-s.mzXML
TG,TG 43:0,TG 13:0_14:0_16:0,Glycerolipid,754.6916656,H92 C46 O6 N1 ,[M+NH4]+,positive,,-0.33,61817.5,149111.4,95845.9,84238.6,59738.8,139722.7,77702.8,76471.5,152240.2,194388.4,98208,137003,86705.2,112153.7,98101.9,94559.3,138576.2,123081.1,107164.4, 13:0_14:0_16:0,12587.8,57780.6,43259.7,28122.5,18400.7,62050.5,31078.1,19657.7,59314,72076.2,33926.9,51541.7,38956.3,43499.3,43370.3,29820.8,63790.9,43388.8,18271, 13:0,-0.23,0,11414,8142.6,4782.1,0,13251.5,5762.4,0,12203.8,13819.2,7354.7,7910.1,7504.5,9253.4,7673.2,5159.8,12371.9,6941.3,0, 14:0,0.37,12587.8,29184,21275.7,15184.3,9037.9,27697.8,15831.6,12055,29879.8,35357.8,14600,25558.1,18890.5,21168.9,20555.1,15310.5,32267.5,22245.6,9427.5, 16:0,-0.09,0,17182.6,13841.5,8156,9362.8,21101.2,9484.1,7602.7,17230.4,22899.2,11972.3,18073.4,12561.3,13077,15142,9350.6,19151.5,14201.9,8843.5
TG,TG 43:0,TG 13:0_13:0_17:0,Glycerolipid,754.6916656,H92 C46 O6 N1 ,[M+NH4]+,positive,,-0.33,61817.5,149111.4,95845.9,84238.6,59738.8,139722.7,77702.8,76471.5,152240.2,194388.4,98208,137003,86705.2,112153.7,98101.9,94559.3,138576.2,123081.1,107164.4, 13:0_13:0_17:0,0,11414,8142.6,4782.1,0,13251.5,5762.4,0,17040.2,19349.3,7354.7,7910.1,7504.5,9253.4,7673.2,5159.8,12371.9,6941.3,0, 13:0,-0.23,0,11414,8142.6,4782.1,0,13251.5,5762.4,0,12203.8,13819.2,7354.7,7910.1,7504.5,9253.4,7673.2,5159.8,12371.9,6941.3,0, 13:0,-0.23,0,11414,8142.6,4782.1,0,13251.5,5762.4,0,12203.8,13819.2,7354.7,7910.1,7504.5,9253.4,7673.2,5159.8,12371.9,6941.3,0, 17:0,-0.37,0,0,0,0,0,0,0,0,4836.4,5530.1,0,0,0,0,0,0,0,0,0
TG,TG 43:0,TG 12:0_15:0_16:0,Glycerolipid,754.6916656,H92 C46 O6 N1 ,[M+NH4]+,positive,,-0.33,61817.5,149111.4,95845.9,84238.6,59738.8,139722.7,77702.8,76471.5,152240.2,194388.4,98208,137003,86705.2,112153.7,98101.9,94559.3,138576.2,123081.1,107164.4, 12:0_15:0_16:0,11487.5,42693.9,38952.9,20079.3,16943.1,50758.1,22806.8,15632.8,48120.5,60720.9,26977.5,41124.7,25787.4,41985.2,38189.3,23482.7,50435.2,39582.5,17990.2, 12:0,-0.36,0,7953.6,6752.2,0,0,6030.3,0,0,8752,10246.6,0,6649.2,0,8480.4,7160.1,0,7415.6,4666.3,0, 15:0,-0.3,11487.5,17557.7,18359.2,11923.3,7580.2,23626.5,13322.7,8030.2,22138.2,27575,15005.2,16402.1,13226.1,20427.8,15887.2,14132.1,23868,20714.3,9146.7, 16:0,-0.09,0,17182.6,13841.5,8156,9362.8,21101.2,9484.1,7602.7,17230.4,22899.2,11972.3,18073.4,12561.3,13077,15142,9350.6,19151.5,14201.9,8843.5
TG,TG 43:0,TG 12:0_14:0_17:0,Glycerolipid,754.6916656,H92 C46 O6 N1 ,[M+NH4]+,positive,,-0.33,61817.5,149111.4,95845.9,84238.6,59738.8,139722.7,77702.8,76471.5,152240.2,194388.4,98208,137003,86705.2,112153.7,98101.9,94559.3,138576.2,123081.1,107164.4, 12:0_14:0_17:0,12587.8,37137.5,28028,15184.3,9037.9,33728.2,15831.6,12055,43468.1,51134.5,14600,32207.4,18890.5,29649.3,27715.2,15310.5,39683.2,26911.9,9427.5, 12:0,-0.36,0,7953.6,6752.2,0,0,6030.3,0,0,8752,10246.6,0,6649.2,0,8480.4,7160.1,0,7415.6,4666.3,0, 14:0,0.37,12587.8,29184,21275.7,15184.3,9037.9,27697.8,15831.6,12055,29879.8,35357.8,14600,25558.1,18890.5,21168.9,20555.1,15310.5,32267.5,22245.6,9427.5, 17:0,-0.37,0,0,0,0,0,0,0,0,4836.4,5530.1,0,0,0,0,0,0,0,0,0
TG,TG 44:2,TG 14:0_14:1_16:1,Glycerolipid,764.6755331,H90 C47 O6 N1 ,[M+NH4]+,positive,,-0.96,50517.7,65052.3,61118.2,73540.1,39918,75995.2,77167.9,71912.5,73219.1,84444.2,93339.9,114116.2,63255.3,74747.5,74739.6,74808.8,81313.8,87725.3,71059.8, 14:0_14:1_16:1,15129.3,16226.8,19245.5,7696.4,7500.8,21153.8,8340.8,6998.2,22160.1,18551.8,17755.2,30053.6,20859,18738.5,17498.7,8043.6,27029,18069.2,0, 14:0,-1.34,0,0,0,0,0,0,0,0,0,0,4424.6,0,0,0,0,0,0,0,0, 14:1,-0.67,6473.1,6251,7335.8,0,0,7256.2,0,0,9015,9000.8,0,10632.3,7763.7,7894.3,8010.5,0,10805.8,7319.9,0, 16:1,-0.5,8656.2,9975.9,11909.6,7696.4,7500.8,13897.7,8340.8,6998.2,13145,9551,13330.6,19421.3,13095.3,10844.2,9488.2,8043.6,16223.2,10749.3,0
TG,TG 44:2,TG 10:0_16:1_18:1,Glycerolipid,764.6755331,H90 C47 O6 N1 ,[M+NH4]+,positive,,-0.96,50517.7,65052.3,61118.2,73540.1,39918,75995.2,77167.9,71912.5,73219.1,84444.2,93339.9,114116.2,63255.3,74747.5,74739.6,74808.8,81313.8,87725.3,71059.8, 10:0_16:1_18:1,8656.2,24173.3,38773.7,43597.3,43144.2,53715.1,27668.2,15248.3,30102.8,29129,45143.9,58342.3,37782.5,48705.3,48546.8,42317.4,30118.7,28788.6,10659.4, 10:0,-0.4,0,14197.4,26864.1,35900.9,35643.3,39817.4,19327.5,8250.1,12152.8,13986.4,24915.2,38921,18442.3,37861.1,39058.6,34273.8,13895.4,12920.2,10659.4, 16:1,-0.5,8656.2,9975.9,11909.6,7696.4,7500.8,13897.7,8340.8,6998.2,13145,9551,13330.6,19421.3,13095.3,10844.2,9488.2,8043.6,16223.2,10749.3,0, 18:1,-0.22,0,0,0,0,0,0,0,0,4804.9,5591.5,6898.1,0,6244.8,0,0,0,0,5119.1,0
TG,TG 44:1,TG 14:0_15:0_15:1,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 14:0_15:0_15:1,11380.6,17632.9,20077,12569.3,13741.3,29299.3,22287.4,8075,32263.2,27537.3,17001.7,49775.2,18083.5,16822.1,21424.4,12684.7,38712.2,22271.1,10249.1, 14:0,0.06,11380.6,11612.4,14188.6,12569.3,13741.3,23237.9,16867.9,8075,19984.7,17030.1,17001.7,35642.8,18083.5,16822.1,16567.3,12684.7,24723,17377.9,10249.1, 15:0,-0.53,0,6020.5,0,0,0,6061.4,5419.4,0,5801.4,4894.2,0,7091.3,0,0,4857.1,0,7623.2,4893.2,0, 15:1,-1.08,0,0,5888.5,0,0,0,0,0,6477.1,5613.1,0,7041.1,0,0,0,0,6365.9,0,0
TG,TG 44:1,TG 14:0_14:0_16:1,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 14:0_14:0_16:1,24697.1,26746.3,31048.5,27709.5,24579.2,49673,32408.5,19592.8,42095.4,36858.7,38183.3,68827.5,36663.4,35191,31723.9,28606.2,54136.9,40716.7,22952.2, 14:0,0.06,11380.6,11612.4,14188.6,12569.3,13741.3,23237.9,16867.9,8075,19984.7,17030.1,17001.7,35642.8,18083.5,16822.1,16567.3,12684.7,24723,17377.9,10249.1, 14:0,0.06,11380.6,11612.4,14188.6,12569.3,13741.3,23237.9,16867.9,8075,19984.7,17030.1,17001.7,35642.8,18083.5,16822.1,16567.3,12684.7,24723,17377.9,10249.1, 16:1,-0.01,13316.5,15133.9,16859.9,15140.2,10837.9,26435.1,15540.6,11517.8,22110.7,19828.6,21181.6,33184.7,18579.8,18368.9,15156.6,15921.5,29413.9,23338.9,12703.1
TG,TG 44:1,TG 14:0_14:1_16:0,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 14:0_14:1_16:0,17080.8,25518.3,30971.1,26571.1,21502.2,44813.5,34690.7,20682.2,40282.4,36303.8,37162.3,64356.3,38515.7,32940.2,33840.4,27199.8,49597.5,37906.9,20308.4, 14:0,0.06,11380.6,11612.4,14188.6,12569.3,13741.3,23237.9,16867.9,8075,19984.7,17030.1,17001.7,35642.8,18083.5,16822.1,16567.3,12684.7,24723,17377.9,10249.1, 14:1,-0.36,0,4943.4,6437,4711.1,0,7366.9,7021.7,6864.2,7868.1,5840.5,7885.7,9777.1,6458.6,5015,4275.2,5847.9,9681.4,7438.5,0, 16:0,-0.47,5700.2,8962.5,10345.6,9290.7,7760.9,14208.6,10801,5743,12429.6,13433.2,12274.9,18936.4,13973.5,11103.1,12997.9,8667.2,15193,13090.5,10059.3
TG,TG 44:1,TG 14:1_15:0_15:0,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 14:1_15:0_15:0,0,16984.4,6437,4711.1,0,19489.7,17860.6,6864.2,19470.9,15628.9,7885.7,23959.6,6458.6,5015,13989.3,5847.9,24927.8,17224.9,0, 14:1,-0.36,0,4943.4,6437,4711.1,0,7366.9,7021.7,6864.2,7868.1,5840.5,7885.7,9777.1,6458.6,5015,4275.2,5847.9,9681.4,7438.5,0, 15:0,-0.53,0,6020.5,0,0,0,6061.4,5419.4,0,5801.4,4894.2,0,7091.3,0,0,4857.1,0,7623.2,4893.2,0, 15:0,-0.53,0,6020.5,0,0,0,6061.4,5419.4,0,5801.4,4894.2,0,7091.3,0,0,4857.1,0,7623.2,4893.2,0
TG,TG 44:1,TG 12:0_16:0_16:1,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 12:0_16:0_16:1,19016.7,31843.6,33448.4,24430.9,18598.8,50770.2,33130.4,17260.9,39278.4,39644.9,33456.6,61109.5,38659.2,29472,32787.1,24588.7,52524.4,43078.1,22762.5, 12:0,-1.02,0,7747.2,6242.9,0,0,10126.5,6788.8,0,4738.1,6383,0,8988.4,6105.9,0,4632.6,0,7917.5,6648.7,0, 16:0,-0.47,5700.2,8962.5,10345.6,9290.7,7760.9,14208.6,10801,5743,12429.6,13433.2,12274.9,18936.4,13973.5,11103.1,12997.9,8667.2,15193,13090.5,10059.3, 16:1,-0.01,13316.5,15133.9,16859.9,15140.2,10837.9,26435.1,15540.6,11517.8,22110.7,19828.6,21181.6,33184.7,18579.8,18368.9,15156.6,15921.5,29413.9,23338.9,12703.1
TG,TG 44:1,TG 12:0_14:0_18:1,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 12:0_14:0_18:1,11380.6,24472.4,27060.5,12569.3,13741.3,36562.1,23656.8,8075,31315.7,27946.4,23760,55277,31978.3,16822.1,21199.9,12684.7,38461.5,30450,10249.1, 12:0,-1.02,0,7747.2,6242.9,0,0,10126.5,6788.8,0,4738.1,6383,0,8988.4,6105.9,0,4632.6,0,7917.5,6648.7,0, 14:0,0.06,11380.6,11612.4,14188.6,12569.3,13741.3,23237.9,16867.9,8075,19984.7,17030.1,17001.7,35642.8,18083.5,16822.1,16567.3,12684.7,24723,17377.9,10249.1, 18:1,-0.67,0,5112.9,6629,0,0,3197.7,0,0,6593,4533.3,6758.3,10645.8,7788.9,0,0,0,5820.9,6423.4,0
TG,TG 44:1,TG 10:0_16:0_18:1,Glycerolipid,766.6911549,H92 C47 O6 N1 ,[M+NH4]+,positive,,-0.99,103721.9,128356.7,135668.3,112255.3,98849.5,188310.4,134259.8,126887.2,170196.5,171044.2,196942,272885.5,138088.9,168423.1,158229,166866.3,199069.8,178247.6,144561.2, 10:0_16:0_18:1,14297.1,120468.1,233700,269914.8,241561.3,325003.5,212308.4,81021.9,106012.6,148079.4,203832.1,338790.9,173668,275372.9,341666.5,275000.3,144613.1,103164,86489.6, 10:0,-0.1,8597,106392.7,216725.5,260624.1,233800.4,307597.2,201507.4,75278.8,86990,130112.9,184798.8,309208.7,151905.6,264269.8,328668.6,266333,123599.2,83650,76430.3, 16:0,-0.47,5700.2,8962.5,10345.6,9290.7,7760.9,14208.6,10801,5743,12429.6,13433.2,12274.9,18936.4,13973.5,11103.1,12997.9,8667.2,15193,13090.5,10059.3, 18:1,-0.67,0,5112.9,6629,0,0,3197.7,0,0,6593,4533.3,6758.3,10645.8,7788.9,0,0,0,5820.9,6423.4,0
TG,TG 44:0,TG 14:0_15:0_15:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 14:0_15:0_15:0,52772,111948.3,104880.6,70630.9,55688.1,138946,74246.4,47434.4,131614.8,154034.9,73535.2,88684.6,83065.3,82538.2,79900.5,68746.5,140859.4,101776.1,45304.9, 14:0,0.32,24515,58547.4,52576.9,40691.8,33430.3,77205.4,46778.8,26239.3,71261.1,79294.9,39942.7,50993.6,42840.7,43203.3,48402.6,38216.8,75316.5,55184.9,24529.3, 15:0,0.13,14128.5,26700.4,26151.9,14969.6,11128.9,30870.3,13733.8,10597.5,30176.9,37370,16796.3,18845.5,20112.3,19667.5,15748.9,15264.8,32771.5,23295.6,10387.8, 15:0,0.13,14128.5,26700.4,26151.9,14969.6,11128.9,30870.3,13733.8,10597.5,30176.9,37370,16796.3,18845.5,20112.3,19667.5,15748.9,15264.8,32771.5,23295.6,10387.8
TG,TG 44:0,TG 14:0_14:0_16:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 14:0_14:0_16:0,44277.4,118141.2,106408,80988.4,65431.7,154929.1,92574.3,46393.4,147965.3,158675.4,83410.9,110116.1,84657,84822.9,91079.1,82492.3,153343,104118.2,48876.8, 14:0,0.32,24515,58547.4,52576.9,40691.8,33430.3,77205.4,46778.8,26239.3,71261.1,79294.9,39942.7,50993.6,42840.7,43203.3,48402.6,38216.8,75316.5,55184.9,24529.3, 14:0,0.32,24515,58547.4,52576.9,40691.8,33430.3,77205.4,46778.8,26239.3,71261.1,79294.9,39942.7,50993.6,42840.7,43203.3,48402.6,38216.8,75316.5,55184.9,24529.3, 16:0,0.07,19762.4,59593.8,53831.2,40296.6,32001.4,77723.7,45795.5,20154.1,76704.2,79380.5,43468.2,59122.5,41816.3,41619.6,42676.4,44275.5,78026.5,48933.3,24347.5
TG,TG 44:0,TG 13:0_15:0_16:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 13:0_15:0_16:0,33890.9,86294.2,79983,55266.2,43130.3,116617.7,59529.2,30751.6,117597.7,127331.5,65822.4,84448.6,67880.8,68250.9,65171.8,59540.3,118441.7,79480.7,34735.3, 13:0,-0.51,0,0,0,0,0,8023.7,0,0,10716.7,10581.1,5557.9,6480.5,5952.1,6963.8,6746.4,0,7643.8,7251.8,0, 15:0,0.13,14128.5,26700.4,26151.9,14969.6,11128.9,30870.3,13733.8,10597.5,30176.9,37370,16796.3,18845.5,20112.3,19667.5,15748.9,15264.8,32771.5,23295.6,10387.8, 16:0,0.07,19762.4,59593.8,53831.2,40296.6,32001.4,77723.7,45795.5,20154.1,76704.2,79380.5,43468.2,59122.5,41816.3,41619.6,42676.4,44275.5,78026.5,48933.3,24347.5
TG,TG 44:0,TG 13:0_14:0_17:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 13:0_14:0_17:0,24515,58547.4,52576.9,40691.8,33430.3,92287.5,46778.8,26239.3,81977.8,89876,45500.6,57474.1,48792.8,50167.1,55149,38216.8,82960.3,62436.7,24529.3, 13:0,-0.51,0,0,0,0,0,8023.7,0,0,10716.7,10581.1,5557.9,6480.5,5952.1,6963.8,6746.4,0,7643.8,7251.8,0, 14:0,0.32,24515,58547.4,52576.9,40691.8,33430.3,77205.4,46778.8,26239.3,71261.1,79294.9,39942.7,50993.6,42840.7,43203.3,48402.6,38216.8,75316.5,55184.9,24529.3, 17:0,0,0,0,0,0,0,7058.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,TG 44:0,TG 13:0_13:0_18:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 13:0_13:0_18:0,5524.9,9183.8,8502.6,8631,0,19761.2,6751.3,4448.9,25932.3,25380.1,14191.5,18481.5,13739.3,14223.4,14263.1,6046.1,18037.8,15378.7,0, 13:0,-0.51,0,0,0,0,0,8023.7,0,0,10716.7,10581.1,5557.9,6480.5,5952.1,6963.8,6746.4,0,7643.8,7251.8,0, 13:0,-0.51,0,0,0,0,0,8023.7,0,0,10716.7,10581.1,5557.9,6480.5,5952.1,6963.8,6746.4,0,7643.8,7251.8,0, 18:0,-0.19,5524.9,9183.8,8502.6,8631,0,11737.5,6751.3,4448.9,15215.6,14799,8633.6,12000.9,7787.2,7259.6,7516.7,6046.1,10394,8126.9,0
TG,TG 44:0,TG 12:0_16:0_16:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 12:0_16:0_16:0,46285.2,131822.6,123486.5,88665.1,72054.1,173652,102790.6,46851.7,172699.4,179047.9,97180.2,131222.9,94766.3,93341.2,95656.7,99602.4,171511.2,111491.8,58482.1, 12:0,-0.27,6760.4,12635,15824.1,8071.8,8051.3,18204.5,11199.7,6543.6,19291.1,20286.9,10243.7,12977.9,11133.7,10102,10303.8,11051.5,15458.3,13625.2,9787.1, 16:0,0.07,19762.4,59593.8,53831.2,40296.6,32001.4,77723.7,45795.5,20154.1,76704.2,79380.5,43468.2,59122.5,41816.3,41619.6,42676.4,44275.5,78026.5,48933.3,24347.5, 16:0,0.07,19762.4,59593.8,53831.2,40296.6,32001.4,77723.7,45795.5,20154.1,76704.2,79380.5,43468.2,59122.5,41816.3,41619.6,42676.4,44275.5,78026.5,48933.3,24347.5
TG,TG 44:0,TG 12:0_15:0_17:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 12:0_15:0_17:0,20888.9,39335.4,41976,23041.4,19180.3,56133.3,24933.5,17141.1,49468,57656.9,27040,31823.4,31246,29769.4,26052.8,26316.3,48229.7,36920.8,20174.9, 12:0,-0.27,6760.4,12635,15824.1,8071.8,8051.3,18204.5,11199.7,6543.6,19291.1,20286.9,10243.7,12977.9,11133.7,10102,10303.8,11051.5,15458.3,13625.2,9787.1, 15:0,0.13,14128.5,26700.4,26151.9,14969.6,11128.9,30870.3,13733.8,10597.5,30176.9,37370,16796.3,18845.5,20112.3,19667.5,15748.9,15264.8,32771.5,23295.6,10387.8, 17:0,0,0,0,0,0,0,7058.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,TG 44:0,TG 12:0_14:0_18:0,Glycerolipid,768.7071943,H94 C47 O6 N1 ,[M+NH4]+,positive,,-0.48,158704.2,360390.4,281389.6,212448.3,172329.8,367064.6,250722.1,193091.2,363046.5,453505.4,248074.6,368567.2,197745,278793.5,285890.4,250672.7,314829.5,270290.6,225222.6, 12:0_14:0_18:0,36800.4,80366.2,76903.5,57394.6,41481.6,107147.4,64729.8,37231.8,105767.8,114380.8,58820,75972.3,61761.5,60564.9,66223.1,55314.4,101168.8,76937,34316.3, 12:0,-0.27,6760.4,12635,15824.1,8071.8,8051.3,18204.5,11199.7,6543.6,19291.1,20286.9,10243.7,12977.9,11133.7,10102,10303.8,11051.5,15458.3,13625.2,9787.1, 14:0,0.32,24515,58547.4,52576.9,40691.8,33430.3,77205.4,46778.8,26239.3,71261.1,79294.9,39942.7,50993.6,42840.7,43203.3,48402.6,38216.8,75316.5,55184.9,24529.3, 18:0,-0.19,5524.9,9183.8,8502.6,8631,0,11737.5,6751.3,4448.9,15215.6,14799,8633.6,12000.9,7787.2,7259.6,7516.7,6046.1,10394,8126.9,0
TG,TG 45:2,TG 14:0_15:1_16:1,Glycerolipid,778.6905296,H92 C48 O6 N1 ,[M+NH4]+,positive,,-1.78,23364.9,1783.8,28632.4,25693.2,-1.8,56855.5,24656,16561.8,35567.8,31659.8,36189.5,78763.5,17193.6,57473.3,52453.6,39904.2,65269.1,41459.1,22615.6, 14:0_15:1_16:1,11075.7,21894.6,21478.8,9910.7,12082.3,26540.3,19680.2,7441.5,36377.9,22738.4,22402.1,40648.4,18583.5,12399.1,20217.2,19361.7,28884.5,22541.2,8879.8, 14:0,-0.41,0,0,0,0,0,0,0,0,5031.8,0,0,5426.9,0,0,0,0,0,0,0, 15:1,-0.52,0,7060.2,6894.5,0,5098.9,8834.8,7899.7,0,9720.1,6687.5,8097.6,12621.4,5615.6,0,8867.9,4778.8,9943.8,5477.6,0, 16:1,-0.14,11075.7,14834.4,14584.2,9910.7,6983.4,17705.5,11780.5,7441.5,21626,16050.9,14304.5,22600,12968,12399.1,11349.4,14582.8,18940.7,17063.6,8879.8
